params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.0}",1.9697887979629627,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.1}",1.98112328463003,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.2}",2.053239616787124,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.3}",1.9952275845612348,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.4}",1.9861871798724877,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.5}",2.0335794550535837,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.6}",2.013893996497714,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.7}",2.0701930185301123,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.8}",1.0875613636724069,100,0.02083333333333334,0.020833333333333332,0.020833333333333332,0.020833333333333332,6.938893903907228e-18
"{""discount_factor"": 0.9}",0.9546575225575893,100,0.02083333333333334,0.020833333333333332,0.020833333333333332,0.020833333333333332,6.938893903907228e-18
