episode,length,time,reward,delta
0,400.0,0.027066467211852796,1.0,1.000243276432752
1,19.0,0.0013127918100508396,1.0,0.10002432764327507
2,8.0,0.0005440704626380466,1.0,0.010002432764327551
3,24.0,0.0015427285984515038,1.0,0.0010002432764327773
4,14.0,0.0009665651521117979,1.0,0.00010002432764322222
5,13.0,0.0009514625714928115,1.0,1.0002432764277813e-05
6,13.0,0.0008989811044557428,1.0,1.0002432764277813e-06
7,12.0,0.0008997362335776415,1.0,1.0002432770939151e-07
8,8.0,0.0005387845594668761,1.0,1.0002432881961454e-08
9,13.0,0.000912195862383669,1.0,1.000243221582764e-09
10,17.0,0.0011281627635071345,1.0,1.0002421113597393e-10
11,8.0,0.0005957968007805903,1.0,1.0002443318057885e-11
12,10.0,0.0007751399441531248,1.0,1.000310945187266e-12
13,11.0,0.0007747623797058623,1.0,1.0014211682118912e-13
14,14.0,0.0009442888460853283,1.0,9.992007221626409e-15
15,9.0,0.0006520539131997793,1.0,1.1102230246251565e-15
16,11.0,0.0007713642992257519,1.0,2.220446049250313e-16
17,10.0,0.0007328527190111345,1.0,0.0
18,11.0,0.0007891098314303235,1.0,0.0
19,17.0,0.0010726607802098442,1.0,0.0
20,8.0,0.0006033480910900835,1.0,0.0
21,9.0,0.0005939089783169038,1.0,0.0
22,10.0,0.000654319300338102,1.0,0.0
23,9.0,0.0005961743654552265,1.0,0.0
24,14.0,0.0009469317974435398,1.0,0.0
25,12.0,0.0007774053312914475,1.0,0.0
26,13.0,0.0008336624437106366,1.0,0.0
27,8.0,0.0006112769458468392,1.0,0.0
28,7.0,0.00048063962458400056,1.0,0.0
29,11.0,0.0007732521216894384,1.0,0.0
30,10.0,0.0007105764125299174,1.0,0.0
31,10.0,0.0013112815520344157,1.0,0.0
32,14.0,0.0009518401359400741,1.0,0.0
33,11.0,0.000716995009497623,1.0,0.0
34,10.0,0.0006535641712162032,1.0,0.0
35,8.0,0.0005331210916210694,1.0,0.0
36,11.0,0.0007690989120874292,1.0,0.0
37,10.0,0.0010035664743099915,1.0,0.0
38,12.0,0.0008797253142347472,1.0,0.0
39,9.0,0.0007800482828770328,1.0,0.0
40,12.0,0.0009676978456809593,1.0,0.0
41,9.0,0.0008612246531356504,1.0,0.0
42,11.0,0.0009137061204000929,1.0,0.0
43,11.0,0.0008521631048097333,1.0,0.0
44,12.0,0.0009790247809178254,1.0,0.0
45,8.0,0.0006414821068574383,1.0,0.0
46,8.0,0.0005486012366873183,1.0,0.0
47,11.0,0.0007675886538436316,1.0,0.0
48,9.0,0.0006467680100286088,1.0,0.0
49,15.0,0.0010379248449225997,1.0,0.0
50,7.0,0.000524814672417051,1.0,0.0
51,12.0,0.0015869036462845543,1.0,0.0
52,10.0,0.0007366283639385074,1.0,0.0
53,10.0,0.0010764364253645908,1.0,0.0
54,9.0,0.0006679116227132909,1.0,0.0
55,11.0,0.0007842014927064156,1.0,0.0
56,8.0,0.0006108993813995767,1.0,0.0
57,8.0,0.0005621935592898808,1.0,0.0
58,9.0,0.0006244917037747655,1.0,0.0
59,8.0,0.000598062187918913,1.0,0.0
60,8.0,0.0005991948814880743,1.0,0.0
61,7.0,0.0005376518658977147,1.0,0.0
62,12.0,0.0008408361693454935,1.0,0.0
63,7.0,0.0004968748985447746,1.0,0.0
64,7.0,0.0004972524629920372,1.0,0.0
65,8.0,0.0005965519296751154,1.0,0.0
66,7.0,0.0005402948174833,1.0,0.0
67,7.0,0.0005025383661632077,1.0,0.0
68,9.0,0.0007128417996682401,1.0,0.0
69,16.0,0.0011323159733365173,1.0,0.0
70,10.0,0.0006565846874764247,1.0,0.0
71,9.0,0.0005980621876915393,1.0,0.0
72,11.0,0.0008672656852013461,1.0,0.0
73,16.0,0.001124387118352388,1.0,0.0
74,7.0,0.00048139475347852567,1.0,0.0
75,10.0,0.0006565846872490511,1.0,0.0
76,9.0,0.0005965519299024891,1.0,0.0
77,9.0,0.000759282234866987,1.0,0.0
78,10.0,0.0007203930899777333,1.0,0.0
79,7.0,0.0005497339304838533,1.0,0.0
80,11.0,0.0007638130089162587,1.0,0.0
81,8.0,0.0005474685433455306,1.0,0.0
82,9.0,0.0006078788653667289,1.0,0.0
83,13.0,0.0009167266364329407,1.0,0.0
84,8.0,0.0005440704626380466,1.0,0.0
85,10.0,0.0007600373637615121,1.0,0.0
86,7.0,0.0006546968647853646,1.0,0.0
87,15.0,0.001024332522547411,1.0,0.0
88,8.0,0.0005890006395929959,1.0,0.0
89,14.0,0.0009473093618908024,1.0,0.0
90,15.0,0.0010281081677021575,1.0,0.0
91,9.0,0.0006044807846592448,1.0,0.0
92,11.0,0.0008162944761807012,1.0,0.0
93,8.0,0.0006052359135537699,1.0,0.0
94,7.0,0.0005467134142236318,1.0,0.0
95,8.0,0.0005504890591510048,1.0,0.0
96,7.0,0.0004881909146661201,1.0,0.0
97,12.0,0.0007909976536666363,1.0,0.0
98,8.0,0.0005504890593783784,1.0,0.0
99,11.0,0.0007283219445071154,1.0,0.0
100,8.0,0.000548601236914692,1.0,0.0
101,7.0,0.0004859255275277974,1.0,0.0
102,12.0,0.0008249784600593557,1.0,0.0
103,8.0,0.0005519993173948023,1.0,0.0
104,12.0,0.0008498977178987843,1.0,0.0
105,10.0,0.0007347405414748209,1.0,0.0
106,8.0,0.0006041032199846086,1.0,0.0
107,7.0,0.0005512441882729036,1.0,0.0
108,9.0,0.0006075013006920926,1.0,0.0
109,9.0,0.0006052359135537699,1.0,0.0
110,16.0,0.0010843652801213466,1.0,0.0
111,8.0,0.0005452031562072079,1.0,0.0
