params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.7, ""q_init"": ""random"", ""epsilon"": 0.3}",1.3749215609725525,100,0.125,0.125,0.125,0.125,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.8, ""q_init"": ""random"", ""epsilon"": 0.3}",1.4011437939343523,100,0.125,0.125,0.125,0.125,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.3}",1.3770162888881714,100,0.125,0.125,0.125,0.125,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.0, ""q_init"": ""random"", ""epsilon"": 0.5}",32.652504347655395,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.1, ""q_init"": ""random"", ""epsilon"": 0.5}",1.4758913731793655,100,0.125,0.125,0.125,0.125,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.2, ""q_init"": ""random"", ""epsilon"": 0.5}",1.492853458906211,100,0.125,0.125,0.125,0.125,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.3, ""q_init"": ""random"", ""epsilon"": 0.5}",1.4947628026463917,100,0.125,0.125,0.125,0.125,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.4, ""q_init"": ""random"", ""epsilon"": 0.5}",1.514896430278668,100,0.125,0.125,0.125,0.125,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.5}",1.4837239489925196,100,0.125,0.125,0.125,0.125,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.6, ""q_init"": ""random"", ""epsilon"": 0.5}",1.4864216474347813,100,0.125,0.125,0.125,0.125,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.7, ""q_init"": ""random"", ""epsilon"": 0.5}",1.5126778612027465,100,0.125,0.125,0.125,0.125,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.8, ""q_init"": ""random"", ""epsilon"": 0.5}",1.488628512010564,100,0.125,0.125,0.125,0.125,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.5}",1.5500525947365986,100,0.125,0.125,0.125,0.125,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.0, ""q_init"": 0, ""epsilon"": 0.1}",8.091539383376812,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.1, ""q_init"": 0, ""epsilon"": 0.1}",8.08594500999402,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.2, ""q_init"": 0, ""epsilon"": 0.1}",8.225037511034316,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.3, ""q_init"": 0, ""epsilon"": 0.1}",8.154911698987462,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.4, ""q_init"": 0, ""epsilon"": 0.1}",8.125121103817264,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.5, ""q_init"": 0, ""epsilon"": 0.1}",8.170368812567176,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.6, ""q_init"": 0, ""epsilon"": 0.1}",8.11543279842499,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.7, ""q_init"": 0, ""epsilon"": 0.1}",8.116834695460057,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.8, ""q_init"": 0, ""epsilon"": 0.1}",8.13155518067606,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.9, ""q_init"": 0, ""epsilon"": 0.1}",8.0734276137091,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.0, ""q_init"": 0, ""epsilon"": 0.3}",8.175393063535694,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.1, ""q_init"": 0, ""epsilon"": 0.3}",8.06449708029345,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.2, ""q_init"": 0, ""epsilon"": 0.3}",8.09402149248217,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.3, ""q_init"": 0, ""epsilon"": 0.3}",8.072763100167094,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.4, ""q_init"": 0, ""epsilon"": 0.3}",8.14579766921861,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.5, ""q_init"": 0, ""epsilon"": 0.3}",8.176469499961058,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.6, ""q_init"": 0, ""epsilon"": 0.3}",8.201088594002613,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.7, ""q_init"": 0, ""epsilon"": 0.3}",8.128588278736515,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.8, ""q_init"": 0, ""epsilon"": 0.3}",8.074408903877156,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.9, ""q_init"": 0, ""epsilon"": 0.3}",8.136300033905172,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.0, ""q_init"": 0, ""epsilon"": 0.5}",8.187564988291797,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.1, ""q_init"": 0, ""epsilon"": 0.5}",8.149468351410178,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.2, ""q_init"": 0, ""epsilon"": 0.5}",8.088043891119469,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.3, ""q_init"": 0, ""epsilon"": 0.5}",8.122061698572452,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.4, ""q_init"": 0, ""epsilon"": 0.5}",8.095557802483654,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.5, ""q_init"": 0, ""epsilon"": 0.5}",8.145988339297674,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.6, ""q_init"": 0, ""epsilon"": 0.5}",8.115757881470472,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.7, ""q_init"": 0, ""epsilon"": 0.5}",8.155054418373311,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.8, ""q_init"": 0, ""epsilon"": 0.5}",8.099855619330356,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.9, ""discount_factor"": 0.9, ""q_init"": 0, ""epsilon"": 0.5}",33.926798924998366,100,0.0,0.0,0.0,0.0,0.0
