steps,time,reward,delta,converged
1,0.041288189706392586,0.0,0,False
2,0.033758798197141004,0.0,0,False
3,0.03325777008876685,0.0,0,False
4,0.03215867979270115,0.0,0,False
5,0.03412654603198462,0.0,0,False
6,0.033068232703499234,0.0,0,False
7,0.03340388755532331,0.0,0,False
8,0.03349790111906259,0.0,0,False
9,0.03279789651287501,0.0,0,False
10,0.03206844187434399,0.0,0,False
11,0.03216472082522159,0.0,0,False
12,0.03251887633769002,0.0,0,False
13,0.031746756909797114,0.0,0,False
14,0.034530540060586645,0.0,0,False
15,0.03270312782024121,0.0,0,False
16,0.03294212615628567,0.0,0,False
17,0.03199217384280928,0.0,0,False
18,0.033010842897510884,0.0,0,False
19,0.03431155264343033,0.0,0,False
20,0.033096172477598884,0.0,0,False
21,0.033370284313605225,0.0,0,False
22,0.03236747296841713,0.0,0,False
23,0.03455772470579177,0.0,0,False
24,0.0319230795371368,0.0,0,False
25,0.032054094423074275,0.0,0,False
26,0.03199557192328939,0.0,0,False
27,0.03206126814848176,0.0,0,False
28,0.03336877405536143,0.0,0,False
29,0.033302700266176544,0.0,0,False
30,0.033670070536572894,0.0,0,False
31,0.03176978834471811,0.0,0,False
32,0.03228327608167092,0.0,0,False
33,0.03235916654875837,0.0,0,False
34,0.031170971027677297,0.0,0,False
35,0.032603828353330755,0.0,0,False
36,0.03226628567881562,0.0,0,False
37,0.033205288621502405,0.0,0,False
38,0.03466306520476792,0.0,0,False
39,0.032035216197527916,0.0,0,False
40,0.0324796096283535,0.0,0,False
41,0.03219341572821577,0.0,0,False
42,0.032314236372258165,0.0,0,False
43,0.03165765168432699,0.0,0,False
44,0.032957228736904653,0.0,0,False
45,0.033059926284295216,0.0,0,False
46,0.03238408580682517,0.0,0,False
47,0.03197442831060471,0.0,0,False
48,0.03236973835510071,0.0,0,False
49,0.033963060598125594,0.0,0,False
50,0.03322756492798362,0.0,0,False
51,0.03132615004278705,0.0,0,False
52,0.03147151237999424,0.0,0,False
53,0.031907599391615804,0.0,0,False
54,0.03233537998494285,0.0,0,False
55,0.03077792637031962,0.0,0,False
56,0.0314903906055406,0.0,0,False
57,0.03093763615925127,0.0,0,False
58,0.03082625462775468,0.0,0,False
59,0.031176256931303215,0.0,0,False
60,0.03079680459586598,0.0,0,False
61,0.031488125218402274,0.0,0,False
62,0.03194233532713042,0.0,0,False
63,0.03232896138797514,0.0,0,False
64,0.032506416708656616,0.0,0,False
65,0.03217076185728729,0.0,0,False
66,0.0317478896031389,0.0,0,False
67,0.032258356824058865,0.0,0,False
68,0.03225231579199317,0.0,0,False
69,0.032763538142262405,0.0,0,False
70,0.03211488230908799,0.0,0,False
71,0.03224665232391999,0.0,0,False
72,0.033382366377736616,0.0,0,False
73,0.03233764537208117,0.0,0,False
74,0.03210846371302978,0.0,0,False
75,0.032510192354038736,0.0,0,False
76,0.03221946767962436,0.0,0,False
77,0.03244978203201754,0.0,0,False
78,0.03122043197936364,0.0,0,False
79,0.03186229165021359,0.0,0,False
80,0.03363608973040755,0.0,0,False
81,0.032194170857110294,0.0,0,False
82,0.03218284392187343,0.0,0,False
83,0.03271672014216165,0.0,0,False
84,0.033488462006062036,0.0,0,False
85,0.03222626384058458,0.0,0,False
86,0.03205787006800165,0.0,0,False
87,0.032103932938298385,0.0,0,False
88,0.0323044196943556,0.0,0,False
89,0.03221946767962436,0.0,0,False
90,0.03200236808470436,0.0,0,False
91,0.031958948165993206,0.0,0,False
92,0.03182982110274679,0.0,0,False
93,0.03273106759388611,0.0,0,False
94,0.03356737298918233,0.0,0,False
95,0.031400152687183436,0.0,0,False
96,0.031909864779208874,0.0,0,False
97,0.03166558053908375,0.0,0,False
98,0.033489594699403824,0.0,0,False
99,0.03344579721624541,0.0,0,False
100,0.031394489219565,0.0,0,False
101,0.0315557092662857,0.0,0,False
102,0.031565148379286256,0.0,0,False
103,0.03189551732793916,0.0,0,False
104,0.03231121585622532,0.0,0,False
105,0.034882430186371494,0.0,0,False
106,0.03232707356573883,0.0,0,False
107,0.0339694791950933,0.0,0,False
108,0.03211374961620095,0.0,0,False
109,0.03194422314982148,0.0,0,False
110,0.03231989983942185,0.0,0,False
111,0.0343957495297218,0.0,0,False
112,0.03258004178860574,0.0,0,False
113,0.03324115725035881,0.0,0,False
114,0.03201633797152681,0.0,0,False
115,0.03273333298102443,0.0,0,False
116,0.0309029002241914,0.0,0,False
117,0.032440720483918994,0.0,0,False
118,0.031986132810288836,0.0,0,False
119,0.031508891266639694,0.0,0,False
120,0.032050318777692155,0.0,0,False
121,0.030468323469904135,0.0,0,False
122,0.03133445646199107,0.0,0,False
123,0.039388662643887074,0.0,0,False
124,0.048371677526574786,0.0,0,False
125,0.03250566157976209,0.0,0,False
126,0.03207221751972611,0.0,0,False
127,0.03206277840627081,0.0,0,False
128,0.032438832661227934,0.0,0,False
129,0.03234255371035033,0.0,0,False
130,0.032031440552145796,0.0,0,False
131,0.03241353583871387,0.0,0,False
132,0.03248489553197942,0.0,0,False
133,0.032601940530639695,0.0,0,False
134,0.03200350077850089,0.0,0,False
135,0.031798483247712284,0.0,0,False
136,0.0332252995408453,0.0,0,False
137,0.032842826689375215,0.0,0,False
138,0.034315705853259715,0.0,0,False
139,0.032362564629693225,0.0,0,False
140,0.032310460726876045,0.0,0,False
141,0.03504516049133599,0.0,0,False
142,0.03186984294097783,0.0,0,False
143,0.032109218841469556,0.0,0,False
