steps,time,reward,delta,converged
1,0.03474839478451486,0.0,0,False
2,0.03204843095511478,0.0,0,False
3,0.032866235689425594,0.0,0,False
4,0.03342993950661821,0.0,0,False
5,0.03271634257782807,0.0,0,False
6,0.03391926311485349,0.0,0,False
7,0.03215716953479841,0.0,0,False
8,0.0335458518119367,0.0,0,False
9,0.033033119203878414,0.0,0,False
10,0.031618384975445224,0.0,0,False
11,0.03220889587294096,0.0,0,False
12,0.031628579217226616,0.0,0,False
13,0.031485104702369426,0.0,0,False
14,0.033105234025811114,0.0,0,False
15,0.033053507687554884,0.0,0,False
16,0.0319668770204089,0.0,0,False
17,0.032577021272800266,0.0,0,False
18,0.03421338587020273,0.0,0,False
19,0.03225646900159518,0.0,0,False
20,0.032591746288744616,0.0,0,False
21,0.03254794880524514,0.0,0,False
22,0.03210959640625788,0.0,0,False
23,0.03205938032601807,0.0,0,False
24,0.03236973835532808,0.0,0,False
25,0.03342918437761,0.0,0,False
26,0.03217718045402762,0.0,0,False
27,0.032977239656020174,0.0,0,False
28,0.03272049578754377,0.0,0,False
29,0.031515687427940975,0.0,0,False
30,0.03206277840661187,0.0,0,False
31,0.0331112750579905,0.0,0,False
32,0.03216547595400243,0.0,0,False
33,0.03270614833604668,0.0,0,False
34,0.032877940189337096,0.0,0,False
35,0.032595144369338414,0.0,0,False
36,0.03178791144148363,0.0,0,False
37,0.03207297264839326,0.0,0,False
38,0.03173203189373908,0.0,0,False
39,0.03182831084438931,0.0,0,False
40,0.03223645808236597,0.0,0,False
41,0.032310460726876045,0.0,0,False
42,0.0314869925249468,0.0,0,False
43,0.03266386111056363,0.0,0,False
44,0.032386728758410754,0.0,0,False
45,0.03326116816958802,0.0,0,False
46,0.031261208946489205,0.0,0,False
47,0.030958402207375002,0.0,0,False
48,0.032159434921936736,0.0,0,False
49,0.033132041106227916,0.0,0,False
50,0.032463751918953676,0.0,0,False
51,0.03338274394252494,0.0,0,False
52,0.03226704080793752,0.0,0,False
53,0.03197216292358007,0.0,0,False
54,0.032159812486384,0.0,0,False
55,0.03205824763244891,0.0,0,False
56,0.03269066819109412,0.0,0,False
57,0.032102422680509335,0.0,0,False
58,0.03224023372752072,0.0,0,False
59,0.03288473635052469,0.0,0,False
60,0.03274579260983046,0.0,0,False
61,0.03327740344354879,0.0,0,False
62,0.032376534516515676,0.0,0,False
63,0.0312075947856556,0.0,0,False
64,0.032769956738661676,0.0,0,False
65,0.031180410140791537,0.0,0,False
66,0.031944223149707796,0.0,0,False
67,0.03194460071415506,0.0,0,False
68,0.03132539491366515,0.0,0,False
69,0.0309172476755748,0.0,0,False
70,0.03195290713347276,0.0,0,False
71,0.03192723274662512,0.0,0,False
72,0.03197782639131219,0.0,0,False
73,0.03298856659137073,0.0,0,False
74,0.03316300139624673,0.0,0,False
75,0.0322462747597001,0.0,0,False
76,0.032123943857754966,0.0,0,False
77,0.03174033831282941,0.0,0,False
78,0.03218435417966248,0.0,0,False
79,0.032034461068178643,0.0,0,False
80,0.03305426281667678,0.0,0,False
81,0.03251321287018527,0.0,0,False
82,0.03226930619507584,0.0,0,False
83,0.033039537800618746,0.0,0,False
84,0.03162782408810472,0.0,0,False
85,0.03356661786017412,0.0,0,False
86,0.031689744668256026,0.0,0,False
87,0.03242448520961716,0.0,0,False
88,0.03209109574515878,0.0,0,False
89,0.03191213016611982,0.0,0,False
90,0.03272200604556019,0.0,0,False
91,0.032616287982023096,0.0,0,False
92,0.030455486276650845,0.0,0,False
