params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""epsilon_decay"": 0.0001, ""alpha"": 0.1, ""discount_factor"": 0.0, ""q_init"": ""random"", ""epsilon"": 0.1}",35.14511692040287,100,0.0,0.0,0.0,0.0,0.0
"{""epsilon_decay"": 0.0001, ""alpha"": 0.1, ""discount_factor"": 0.1, ""q_init"": ""random"", ""epsilon"": 0.1}",10.500132902709083,100,0.02083333333333334,0.020833333333333332,0.020833333333333332,0.020833333333333332,6.938893903907228e-18
"{""epsilon_decay"": 0.0001, ""alpha"": 0.1, ""discount_factor"": 0.2, ""q_init"": ""random"", ""epsilon"": 0.1}",8.889179152095494,100,0.02083333333333334,0.020833333333333332,0.020833333333333332,0.020833333333333332,6.938893903907228e-18
"{""epsilon_decay"": 0.0001, ""alpha"": 0.1, ""discount_factor"": 0.3, ""q_init"": ""random"", ""epsilon"": 0.1}",8.312980214865092,100,0.02083333333333334,0.020833333333333332,0.020833333333333332,0.020833333333333332,6.938893903907228e-18
"{""epsilon_decay"": 0.0001, ""alpha"": 0.1, ""discount_factor"": 0.4, ""q_init"": ""random"", ""epsilon"": 0.1}",7.7756028383792,100,0.02083333333333334,0.020833333333333332,0.020833333333333332,0.020833333333333332,6.938893903907228e-18
"{""epsilon_decay"": 0.0001, ""alpha"": 0.1, ""discount_factor"": 0.5, ""q_init"": ""random"", ""epsilon"": 0.1}",7.589232841769444,100,0.02083333333333334,0.020833333333333332,0.020833333333333332,0.020833333333333332,6.938893903907228e-18
"{""epsilon_decay"": 0.0001, ""alpha"": 0.1, ""discount_factor"": 0.6, ""q_init"": ""random"", ""epsilon"": 0.1}",7.305239764792532,100,0.02083333333333334,0.020833333333333332,0.020833333333333332,0.020833333333333332,6.938893903907228e-18
"{""epsilon_decay"": 0.0001, ""alpha"": 0.1, ""discount_factor"": 0.7, ""q_init"": ""random"", ""epsilon"": 0.1}",6.909002044134468,100,0.02083333333333334,0.020833333333333332,0.020833333333333332,0.020833333333333332,6.938893903907228e-18
"{""epsilon_decay"": 0.0001, ""alpha"": 0.1, ""discount_factor"": 0.8, ""q_init"": ""random"", ""epsilon"": 0.1}",7.098858471452331,100,0.02083333333333334,0.020833333333333332,0.020833333333333332,0.020833333333333332,6.938893903907228e-18
"{""epsilon_decay"": 0.0001, ""alpha"": 0.1, ""discount_factor"": 0.9, ""q_init"": ""random"", ""epsilon"": 0.1}",7.77682048393126,100,0.02083333333333334,0.020833333333333332,0.020833333333333332,0.020833333333333332,6.938893903907228e-18
