steps,time,reward,delta,converged
1,0.009897853696656966,0.007246376811594203,0.9999669333125465,False
2,0.00579486013884889,0.011235955056179775,0.9999669333125465,False
3,0.00394932480139687,0.016666666666666666,0.9999669333125465,False
4,0.004025215268484317,0.01639344262295082,0.9999669333125465,False
5,0.0025153347826289973,0.02702702702702703,0.9999669333125465,False
6,0.002408484025636426,0.02702702702702703,0.9999669333125465,False
7,0.0007188828319613094,0.09090909090909091,0.9999669333125465,False
8,0.0009137061204000929,0.07142857142857142,0.9999669333125465,False
9,0.0006426148004265997,0.1,0.9999669333125465,False
10,0.0004934768178372906,0.125,0.9999669333125465,False
11,0.0005569076561187103,0.125,0.9999669333125465,False
12,0.0006290224778240372,0.125,0.9999669333125465,False
13,0.0008604695242411253,0.07692307692307693,0.9999669333125465,False
14,0.0005350089143121295,0.125,0.9999669333125465,False
15,0.0004915889953736041,0.125,0.9999669333125465,False
16,0.0005939089783169038,0.1111111111111111,0.9999669333125465,False
17,0.0006569622519236873,0.1,0.9999669333125465,False
18,0.0006569622516963136,0.1,0.9999669333125465,False
19,0.0005512441885002772,0.1111111111111111,0.9999669333125465,False
20,0.0004942319469591894,0.125,0.9999669333125465,False
21,0.0005531320109639637,0.125,0.9999669333125465,False
22,0.0005546422689803876,0.125,0.9999669333125465,False
23,0.0004915889953736041,0.125,0.9999669333125465,False
24,0.0007366283641658811,0.08333333333333333,0.9999669333125465,False
25,0.0006146750265543233,0.1,0.9999669333125465,False
26,0.0005599281721515581,0.125,0.9999669333125465,False
27,0.000676973171039208,0.1,0.9999669333125465,False
28,0.0006165628490180097,0.1111111111111111,0.9999669333125465,False
29,0.0005538871400858625,0.1111111111111111,0.9999669333125465,False
30,0.0004934768178372906,0.125,0.9999669333125465,False
31,0.0005569076561187103,0.125,0.9999669333125465,False
32,0.0006229814457583416,0.1111111111111111,0.9999669333125465,False
33,0.0004961197694228758,0.125,0.9999669333125465,False
34,0.000554264704533125,0.125,0.9999669333125465,False
35,0.0005557749625495489,0.125,0.9999669333125465,False
36,0.0004912114306989679,0.125,0.9999669333125465,False
37,0.0013871720191218628,0.1111111111111111,0.9999669333125465,False
38,0.0007041578160169593,0.1,0.9999669333125465,False
