step,reward,mean,median,std,max,min
0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
1,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
2,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
3,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
4,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
5,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
6,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
7,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
8,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
9,0.08333333333333333,0.08333333333333334,0.08333333333333333,1.3877787807814457e-17,0.08333333333333333,0.08333333333333333
10,0.08333333333333333,0.08333333333333334,0.08333333333333333,1.3877787807814457e-17,0.08333333333333333,0.08333333333333333
11,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
12,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
13,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
14,0.08333333333333333,0.08333333333333331,0.08333333333333333,1.3877787807814457e-17,0.08333333333333333,0.08333333333333333
15,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
16,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
17,0.08333333333333333,0.08333333333333331,0.08333333333333333,1.3877787807814457e-17,0.08333333333333333,0.08333333333333333
18,0.08333333333333333,0.08333333333333331,0.08333333333333333,1.3877787807814457e-17,0.08333333333333333,0.08333333333333333
19,0.08333333333333333,0.08333333333333331,0.08333333333333333,1.3877787807814457e-17,0.08333333333333333,0.08333333333333333
20,0.08333333333333333,0.08333333333333331,0.08333333333333333,1.3877787807814457e-17,0.08333333333333333,0.08333333333333333
21,0.08333333333333333,0.08333333333333331,0.08333333333333333,1.3877787807814457e-17,0.08333333333333333,0.08333333333333333
22,0.08333333333333333,0.0833333333333333,0.08333333333333333,2.7755575615628914e-17,0.08333333333333333,0.08333333333333333
23,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
24,0.08333333333333333,0.08333333333333334,0.08333333333333333,1.3877787807814457e-17,0.08333333333333333,0.08333333333333333
25,0.08333333333333333,0.08333333333333334,0.08333333333333333,1.3877787807814457e-17,0.08333333333333333,0.08333333333333333
26,0.08333333333333333,0.08333333333333336,0.08333333333333333,2.7755575615628914e-17,0.08333333333333333,0.08333333333333333
27,0.08333333333333333,0.08333333333333336,0.08333333333333333,2.7755575615628914e-17,0.08333333333333333,0.08333333333333333
28,0.08333333333333333,0.08333333333333336,0.08333333333333333,2.7755575615628914e-17,0.08333333333333333,0.08333333333333333
29,0.08333333333333333,0.08333333333333336,0.08333333333333333,2.7755575615628914e-17,0.08333333333333333,0.08333333333333333
30,0.08333333333333333,0.08333333333333337,0.08333333333333333,4.163336342344337e-17,0.08333333333333333,0.08333333333333333
31,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
32,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333
33,0.08333333333333333,0.08333333333333334,0.08333333333333333,1.3877787807814457e-17,0.08333333333333333,0.08333333333333333
34,0.08333333333333333,0.08333333333333334,0.08333333333333333,1.3877787807814457e-17,0.08333333333333333,0.08333333333333333
35,0.08333333333333333,0.08333333333333334,0.08333333333333333,1.3877787807814457e-17,0.08333333333333333,0.08333333333333333
