steps,time,reward,delta,converged
1,0.004369931668378513,2.0,1.0,False
2,0.003589883385416215,3.0,0.5,False
3,0.00352494228926048,3.75,0.25,False
4,0.0036695494975731435,4.125,0.125,False
5,0.003591393643489482,4.3125,0.0625,False
6,0.0036182007238494407,4.40625,0.03125,False
7,0.003650293707437413,4.453125,0.015625,False
8,0.0035834647887043047,4.4765625,0.0078125,False
9,0.003516635869999618,4.48828125,0.00390625,False
10,0.003708438642377132,4.494140625,0.001953125,False
11,0.003624241756057245,4.4970703125,0.0009765625,False
12,0.0034611338866454844,4.49853515625,0.00048828125,False
13,0.003520411515125943,4.499267578125,0.000244140625,False
14,0.004033899252192441,4.4996337890625,0.0001220703125,False
15,0.003492849305700929,4.4998779296875,6.103515625e-05,False
16,0.003626884707671252,4.500051498413086,3.0517578125e-05,False
17,0.0041109224127637845,4.500085830688477,1.52587890625e-05,False
18,0.004493395263978073,4.500112473964691,7.62939453125e-06,True
