params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.0}",1.8272785829550742,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.1}",1.903481295831611,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.2}",1.8985329353299818,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.3}",1.9285474262559887,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.4}",0.8705335062075505,100,0.0714285714285714,0.07142857142857142,0.07142857142857142,0.07142857142857142,2.7755575615628914e-17
"{""discount_factor"": 0.5}",0.7932366113736009,100,0.0714285714285714,0.07142857142857142,0.07142857142857142,0.07142857142857142,2.7755575615628914e-17
"{""discount_factor"": 0.6}",0.8012817560072278,100,0.0714285714285714,0.07142857142857142,0.07142857142857142,0.07142857142857142,2.7755575615628914e-17
"{""discount_factor"": 0.7}",0.8400855712211239,100,0.0714285714285714,0.07142857142857142,0.07142857142857142,0.07142857142857142,2.7755575615628914e-17
"{""discount_factor"": 0.8}",0.7954548028849047,100,0.0714285714285714,0.07142857142857142,0.07142857142857142,0.07142857142857142,2.7755575615628914e-17
"{""discount_factor"": 0.9}",0.8003408652419353,100,0.0714285714285714,0.07142857142857142,0.07142857142857142,0.07142857142857142,2.7755575615628914e-17
