params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.0}",1.997929058648623,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.1}",1.9965426417584808,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.2}",2.006722158581624,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.3}",2.006707433565623,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.4}",2.0011304281505886,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.5}",2.053394418237275,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.6}",2.0186917087588085,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.7}",2.092958648379465,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.8}",1.1197207985942441,100,0.02083333333333334,0.020833333333333332,0.020833333333333332,0.020833333333333332,6.938893903907228e-18
"{""discount_factor"": 0.9}",1.0676448356348374,100,0.02083333333333334,0.020833333333333332,0.020833333333333332,0.020833333333333332,6.938893903907228e-18
