episode,length,time,reward,delta
0,106.0,0.008649247854009445,1.0,1.0002160588058515
1,132.0,0.009138949027146737,1.0,0.9998630440659515
2,63.0,0.00579976847711805,1.0,0.10002160588058517
3,500.0,0.03307691668669577,0.0,-5.704550071768133e-05
4,368.0,0.023796003404640942,1.0,0.09998630440659517
5,54.0,0.0035762910629273392,1.0,0.010002160588058473
6,83.0,0.005271555723993515,1.0,0.0010002160588058473
7,40.0,0.0026308695232728496,1.0,0.00010002160588062914
8,51.0,0.0034637768385437084,1.0,1.00021605879963e-05
9,35.0,0.002200445978814969,1.0,1.0002160588662434e-06
10,35.0,0.002246131285573938,1.0,1.0002160588662434e-07
11,53.0,0.003450939645517792,1.0,1.0002160655275816e-08
12,24.0,0.001602006226676167,1.0,1.000216132140963e-09
13,35.0,0.0023669519287068397,1.0,1.0002154660071483e-10
14,61.0,0.003957253656153625,1.0,1.000222127345296e-11
15,25.0,0.0016061594360508025,1.0,1.000310945187266e-12
16,24.0,0.0015472593722734018,1.0,9.992007221626409e-14
17,35.0,0.0022589684785998543,1.0,9.992007221626409e-15
18,35.0,0.0022695402849421953,1.0,8.881784197001252e-16
19,24.0,0.0016088023885458824,1.0,0.0
20,38.0,0.0024938136057244265,1.0,0.0
21,25.0,0.001675253742178029,1.0,0.0
22,21.0,0.001412468841408554,1.0,0.0
23,20.0,0.001327516825767816,1.0,0.0
24,24.0,0.0015740664530312642,1.0,0.0
25,37.0,0.0024296276378663606,1.0,0.0
26,26.0,0.001864791127445642,1.0,0.0
27,13.0,0.0008891644274626742,1.0,0.0
28,21.0,0.0013871720193492365,1.0,0.0
29,19.0,0.0013539463425331633,1.0,0.0
30,17.0,0.0011508166335261194,1.0,0.0
31,22.0,0.0014883593084960012,1.0,0.0
32,20.0,0.0013588546808023239,1.0,0.0
33,19.0,0.0012342583913778071,1.0,0.0
34,22.0,0.0014173771805872093,1.0,0.0
35,24.0,0.001557453613713733,1.0,0.0
36,17.0,0.0011092845379607752,1.0,0.0
37,23.0,0.00158161774288601,1.0,0.0
38,22.0,0.0014600419699490885,1.0,0.0
39,31.0,0.0019950508840338443,1.0,0.0
40,22.0,0.0014573990183635033,1.0,0.0
41,33.0,0.0021045445928393747,1.0,0.0
42,19.0,0.0012999546170249232,1.0,0.0
43,19.0,0.001245207762622158,1.0,0.0
44,25.0,0.0016635492429486476,1.0,0.0
45,23.0,0.0015449939855898265,1.0,0.0
46,18.0,0.0011915936011064332,1.0,0.0
47,16.0,0.0011115499246443505,1.0,0.0
48,18.0,0.0013335578578335117,1.0,0.0
49,19.0,0.0015718010654381942,1.0,0.0
50,24.0,0.0016114453401314677,1.0,0.0
51,29.0,0.001970886755771062,1.0,0.0
52,18.0,0.0012731475362670608,1.0,0.0
53,14.0,0.0009363599911011988,1.0,0.0
54,38.0,0.002450016122566012,1.0,0.0
55,19.0,0.0012504936657933285,1.0,0.0
56,18.0,0.00121462503739167,1.0,0.0
57,24.0,0.0022280081884673564,1.0,0.0
58,15.0,0.001031128683280258,1.0,0.0
59,17.0,0.0011523268922246643,1.0,0.0
60,26.0,0.001907833481709531,1.0,0.0
61,25.0,0.0016631716780466377,1.0,0.0
62,34.0,0.0022053543170841294,1.0,0.0
63,22.0,0.001540463211313181,1.0,0.0
64,18.0,0.0012157577302787104,1.0,0.009998630440659517
65,23.0,0.0015423510340042412,1.0,0.0
66,19.0,0.0013214757937021204,1.0,0.0
67,19.0,0.0013248738741822308,1.0,0.0
68,17.0,0.0011674294728436507,1.0,0.0
69,16.0,0.001131183280449477,1.0,0.0
70,19.0,0.0012233090201334562,1.0,0.0
71,20.0,0.0012693718908849405,1.0,0.0
72,20.0,0.001297311665439338,1.0,0.0
73,21.0,0.0013826412450725911,1.0,0.0
74,35.0,0.002161556833925715,1.0,0.0
75,27.0,0.001731133290377329,1.0,0.0
76,16.0,0.0010413229256300838,1.0,0.0
77,30.0,0.0018855571761378087,1.0,0.0
78,24.0,0.0014853387929179007,1.0,0.0
79,23.0,0.0014188874374667648,1.0,0.0
80,33.0,0.0022272530595728313,1.0,0.0
81,29.0,0.0025776329266591347,1.0,0.0
82,21.0,0.0013237411812951905,1.0,0.0
83,17.0,0.0010945595222437987,1.0,0.0
84,15.0,0.0010779466829262674,1.0,0.0
85,34.0,0.002201201107709494,1.0,0.0
86,21.0,0.001443429131541052,1.0,0.0
87,18.0,0.001288627681788057,1.0,0.0
88,24.0,0.0017103672416851623,1.0,0.0
89,29.0,0.0019433245461186743,1.0,0.0
90,17.0,0.0011545922798177344,1.0,0.0
91,15.0,0.0010315062481822679,1.0,0.0
92,28.0,0.0018576174015834113,1.0,0.0
93,44.0,0.0028838377465945086,1.0,0.0
94,21.0,0.001804380805879191,1.0,0.0
95,27.0,0.0017481236936873756,1.0,0.0
96,22.0,0.0014581541472580284,1.0,0.0
97,17.0,0.0010881409252760932,1.0,0.0
98,24.0,0.00152800358227978,1.0,0.0
99,16.0,0.001065109489900351,1.0,0.0
100,17.0,0.001127785199059872,1.0,0.0
101,26.0,0.0016348543385902303,1.0,0.0
102,19.0,0.0012591776494446094,1.0,0.0
103,14.0,0.000961656814070011,1.0,0.0
104,22.0,0.001551412582557532,1.0,0.0
105,16.0,0.0010790793767228024,1.0,0.0
106,21.0,0.0014728791638844996,1.0,0.0
107,18.0,0.0012421872461345629,1.0,0.0
108,17.0,0.0011561025376067846,1.0,0.0
109,13.0,0.0008797253140073735,1.0,0.0
110,18.0,0.0012916481973661575,1.0,0.0
111,31.0,0.0026263387489962042,1.0,0.0
112,19.0,0.0013422418423942872,1.0,0.0
113,30.0,0.001980325868316868,1.0,0.0
114,24.0,0.0015582087435177527,1.0,0.0
115,20.0,0.00132034310081508,1.0,0.0
116,15.0,0.0011647865212580655,1.0,0.0
117,14.0,0.0009809126031541382,1.0,0.0
118,21.0,0.0013569668581112637,1.0,0.0
119,16.0,0.001138357005402213,1.0,0.0
120,21.0,0.0014993086788308574,1.0,0.0
121,16.0,0.0010794569416248123,1.0,0.0
122,29.0,0.0018795161431626184,1.0,0.0
123,14.0,0.0010099850715050707,1.0,0.0
124,20.0,0.0014094483258304535,1.0,0.0
125,25.0,0.001678274258665624,1.0,0.0
126,16.0,0.0011243871185797616,1.0,0.0
127,25.0,0.0017167858386528678,1.0,0.0
128,17.0,0.001224064149937476,1.0,0.0
129,16.0,0.0010805896345118526,1.0,0.0
130,19.0,0.0012599327783391345,1.0,0.0
131,18.0,0.0012927808911626926,1.0,0.0
132,19.0,0.0012637084237212548,1.0,0.0
133,30.0,0.0019761726589422324,1.0,0.0
134,24.0,0.001614843420611578,1.0,0.0
135,24.0,0.001686580677414895,1.0,0.0
136,13.0,0.0008427239927186747,1.0,0.0
137,19.0,0.001254646875167964,1.0,0.0
138,19.0,0.0012561571329570143,1.0,0.0
139,27.0,0.0018066461925627664,1.0,0.0
140,23.0,0.0014732567278770148,1.0,0.0
141,19.0,0.0012418096821420477,1.0,0.0
142,23.0,0.001489869567194546,1.0,0.0
143,22.0,0.0016828050329422695,1.0,0.0
144,13.0,0.0008910522492442396,1.0,0.0
145,15.0,0.0009884638939183787,1.0,0.0
146,14.0,0.0009314516519225435,1.0,0.0
147,30.0,0.0019686213690874865,1.0,0.0
148,13.0,0.0008974708462119452,1.0,0.0
149,24.0,0.0016182415010916884,1.0,0.0
150,17.0,0.0011859301339427475,1.0,0.0
151,21.0,0.0013969886958875577,1.0,0.0
152,22.0,0.0014815631475357804,1.0,0.0
153,13.0,0.000906154829863226,1.0,0.0
154,25.0,0.001624660098059394,1.0,0.0
155,21.0,0.0014192650023687747,1.0,0.0
156,15.0,0.0010175363613598165,1.0,0.0
157,17.0,0.0010975800378218992,1.0,0.0
158,21.0,0.0014283265509220655,1.0,0.0
159,24.0,0.0015978530173015315,1.0,0.0
160,24.0,0.001612578033018508,1.0,0.0
161,21.0,0.0014928900827726466,1.0,0.0
162,19.0,0.0013143020678398898,1.0,0.0
163,27.0,0.0017889006603581947,1.0,0.0
164,30.0,0.0020324297711340478,1.0,0.0
165,16.0,0.0015038394531075028,1.0,0.0
166,18.0,0.0018368513528912445,1.0,0.0
167,20.0,0.001768134611666028,1.0,0.0
168,20.0,0.001538575388622121,1.0,0.0
169,24.0,0.0015461266784768668,1.0,0.0
170,19.0,0.0012512487946878537,1.0,0.0
171,24.0,0.0016382524199798354,1.0,0.0
172,19.0,0.0012595552143466193,1.0,0.0
173,20.0,0.001319210407018545,1.0,0.0
174,21.0,0.0014362554056788213,1.0,0.0
175,19.0,0.0013131693749528495,1.0,0.0
176,21.0,0.0013769777769994107,1.0,0.0
177,15.0,0.0010164036675632815,1.0,0.0
178,20.0,0.0014037848577572731,1.0,0.0
179,26.0,0.001729245467686269,1.0,0.0
180,20.0,0.0014838285351288505,1.0,0.0
181,18.0,0.0014456945182246272,1.0,0.0
182,14.0,0.0014098258898229687,1.0,0.0
183,19.0,0.0018179731287091272,1.0,0.0
184,21.0,0.0014634400504291989,1.0,0.0
185,15.0,0.0010364145873609232,1.0,0.0
186,18.0,0.0012576673916555592,1.0,0.0
187,13.0,0.0009639222007535864,1.0,0.0
188,17.0,0.001159500618086895,1.0,0.0
189,23.0,0.0015793523562024347,1.0,0.0
190,18.0,0.0012591776494446094,1.0,0.0
191,18.0,0.0011999000216746936,1.0,0.0
192,21.0,0.0014419188737520017,1.0,0.0
193,18.0,0.001199522455863189,1.0,0.0
194,23.0,0.0015529228403465822,1.0,0.0
195,18.0,0.001253891746273439,1.0,0.0
196,21.0,0.0014407861799554667,1.0,0.0
197,16.0,0.0010817223292178824,1.0,0.0
198,23.0,0.0015015740664239274,1.0,0.0
199,15.0,0.001022822264530987,1.0,0.0
200,14.0,0.0009612792491680011,1.0,0.0
201,19.0,0.001243319939931098,1.0,0.0
202,16.0,0.0013018424388064886,1.0,0.0
203,19.0,0.0012606879072336596,1.0,0.0
204,15.0,0.0010186690551563515,1.0,0.0
205,14.0,0.0009363599911011988,1.0,0.0
206,18.0,0.0011983897629761486,1.0,0.0
207,24.0,0.0015589638724122779,1.0,0.0
208,16.0,0.0010790793767228024,1.0,0.0
209,20.0,0.0014200201321727945,1.0,0.0
210,23.0,0.0015151663892538636,1.0,0.0
211,20.0,0.00211096318980708,1.0,0.0
212,32.0,0.0020943503513990436,1.0,0.0
213,14.0,0.000958258732680406,1.0,0.0
214,15.0,0.0010299959903932177,1.0,0.0
215,20.0,0.0013875495833417517,1.0,0.0
216,17.0,0.0011376018765076878,1.0,0.0
217,16.0,0.001192348730910453,1.0,0.0
218,20.0,0.001369048922242655,1.0,0.0
219,16.0,0.0010590684569251607,1.0,0.0
220,18.0,0.0011980121980741387,1.0,0.0
221,19.0,0.0013928354865129222,1.0,0.0
222,15.0,0.0010386799740444985,1.0,0.0
223,25.0,0.0016816723391457344,1.0,0.0
224,25.0,0.0016344767745977151,1.0,0.0
225,17.0,0.0011493063766465639,1.0,0.0
226,17.0,0.0011587454891923699,1.0,0.0
227,15.0,0.0009820452969506732,1.0,0.0
228,15.0,0.0011376018765076878,1.0,0.0
229,16.0,0.001086630667487043,1.0,0.0
230,17.0,0.0011832871823571622,1.0,0.0
231,22.0,0.0015997408399925916,1.0,0.0
232,19.0,0.0013294046493683709,1.0,0.0
233,15.0,0.0010383024100519833,1.0,0.0
234,23.0,0.0015196971626210143,1.0,0.0
235,18.0,0.0011821544885606272,1.0,0.0
236,18.0,0.0012697494557869504,1.0,0.0
237,19.0,0.0012614430361281848,1.0,0.0
238,20.0,0.0013101488584652543,1.0,0.0
239,21.0,0.001371691874737735,1.0,0.0
240,20.0,0.0013569668581112637,1.0,0.0
241,15.0,0.0009948824908860843,1.0,0.0
242,20.0,0.0012890052457805723,1.0,0.0
243,19.0,0.00126408598771377,1.0,0.0
244,19.0,0.0012384116016619373,1.0,0.0
245,26.0,0.0018663013852346921,1.0,0.0
246,17.0,0.001126652505263337,1.0,0.0
247,20.0,0.0013059956490906188,1.0,0.0
248,16.0,0.0010707729579735314,1.0,0.0
249,15.0,0.0010148934097742313,1.0,0.0
250,14.0,0.0009106856041398714,1.0,0.0
251,16.0,0.0010598235867291805,1.0,0.0
252,22.0,0.0014355002767842961,1.0,0.0
253,21.0,0.0014819407124377904,1.0,0.0
254,18.0,0.0011931038598049781,1.0,0.0
255,14.0,0.0017783288549253484,1.0,0.0
256,18.0,0.0011965019402850885,1.0,0.0
257,15.0,0.0010364145873609232,1.0,0.0
258,23.0,0.0014883593084960012,1.0,0.0
259,18.0,0.0011965019402850885,1.0,0.0
260,21.0,0.0014268162931330153,1.0,0.0
261,21.0,0.0014162444867906743,1.0,0.0
262,25.0,0.0015850158233661205,1.0,0.0
263,19.0,0.0011878179566338076,1.0,0.0
264,23.0,0.001404162422659283,1.0,0.0
265,13.0,0.0008665105560794473,1.0,0.0
266,20.0,0.001236901343872887,1.0,0.0
267,22.0,0.0013539463425331633,1.0,0.0
268,26.0,0.001605404308065772,1.0,0.0
269,13.0,0.0008476323300783406,1.0,0.0
270,16.0,0.0010050767323264154,1.0,0.0
271,19.0,0.0012682391979979002,1.0,0.0
272,18.0,0.0010787018127302872,1.0,0.0
273,15.0,0.0009676978461357066,1.0,0.0
274,16.0,0.0010062094261229504,1.0,0.0
275,17.0,0.0011636538283710252,1.0,0.0
276,20.0,0.0015680254209655686,1.0,0.0
277,18.0,0.0011496839415485738,1.0,0.0
278,15.0,0.0009744940070959274,1.0,0.0
279,15.0,0.0009612792482585064,1.0,0.0
280,26.0,0.0015748215819257894,1.0,0.0
281,15.0,0.0009397580715813092,1.0,0.0
282,16.0,0.0009948824908860843,1.0,0.0
283,25.0,0.0015249830657921848,1.0,0.0
284,15.0,0.0009620343780625262,1.0,0.0
285,15.0,0.0009741164421939175,1.0,0.0
286,14.0,0.0009072875236597611,1.0,0.0
287,15.0,0.0009963927486751345,1.0,0.0
288,22.0,0.0014245509055399452,1.0,0.0
289,26.0,0.0016416505004599458,1.0,0.0
290,19.0,0.00126446355261578,1.0,0.0
291,21.0,0.0013841515028616413,1.0,0.0
292,17.0,0.0010685075703804614,1.0,0.0
293,20.0,0.0013233636173026753,1.0,0.0
294,17.0,0.0011134377473354107,1.0,0.0
295,21.0,0.0015023291953184525,1.0,0.0
296,17.0,0.0011006005543094943,1.0,0.0
297,16.0,0.001401897035066213,1.0,0.0
298,18.0,0.0012191558116683154,1.0,0.0
299,15.0,0.001033771635775338,1.0,0.0
300,19.0,0.0012554020049719838,1.0,0.0
301,16.0,0.001088518490178103,1.0,0.0
302,16.0,0.0010711505219660467,1.0,0.0
303,16.0,0.0010741710375441471,1.0,0.0
304,17.0,0.0010987127316184342,1.0,0.0
305,21.0,0.0013229860524006654,1.0,0.0
306,31.0,0.001971641884665587,1.0,0.0
307,14.0,0.0009216349753842223,1.0,0.0
308,18.0,0.0010885184892686084,1.0,0.0
309,14.0,0.0008619797827122966,1.0,0.0
310,16.0,0.0009748715719979373,1.0,0.0
311,15.0,0.0009556157810948207,1.0,0.0
312,13.0,0.0008400810402235948,1.0,0.0
313,13.0,0.0008008143313418259,1.0,0.0
314,23.0,0.0014381432283698814,1.0,0.0
315,16.0,0.001034526764669863,1.0,0.0
316,17.0,0.0011413775218898081,1.0,0.0
317,15.0,0.0009760042648849776,1.0,0.0
318,15.0,0.0009567484748913557,1.0,0.0
319,16.0,0.0010390575389465084,1.0,0.0
320,17.0,0.0014910022600815864,1.0,0.0
321,16.0,0.0010552928124525351,1.0,0.0
322,21.0,0.001340354019703227,1.0,0.0
323,19.0,0.0012482282782002585,1.0,0.0
324,16.0,0.0010360370224589133,1.0,0.0
325,15.0,0.0009775145226740278,1.0,0.0
326,18.0,0.001149683940639079,1.0,0.0
327,17.0,0.0010926716995527386,1.0,0.0
328,20.0,0.0013248738750917255,1.0,0.0
